drop_reason,strategy_name,approach,asset_class,entry_rules,exit_rules,url
not_rule_based,Machine Learning Stock Outperformance Prediction with Backtesting,ML,Equities (S&P 500 stocks),Buy when classifier predicts outperformance (prediction = 1),Not explicitly stated; appears to be continuous holding with reassessment,https://www.youtube.com/watch?v=2CxQsBzigKY
no_strategy,,,,,,https://www.youtube.com/watch?v=UQfjUvh_uP8
not_rule_based,Hidden Markov Model Regime Detection with Technical Confirmations,ML,Cryptocurrency (Bitcoin),Current state in bull state set AND confirmation score threshold met AND cool-down period elapsed since last exit,Current state in bear state set AND minimum hold period satisfied,https://www.youtube.com/watch?v=NQpAqaJrm7U
not_rule_based,DRL strategy with timing adjustment,RL,stocks,DRL agent determines allocation weights; timing adjustment applied,Risk overlay module; weight-based rebalancing,https://www.youtube.com/watch?v=6Ocp4JKtKiY
not_rule_based,Quant Crawler,ML,Futures (Micro Gold/MGC),GPT analyzes 15m/5m/1m charts with session context and catalyst timing; provides entry price and confidence score (78/100 example given),"Target zone provided by GPT; example: entry 4109, exit 3995 on MGC short",https://www.youtube.com/watch?v=ZIG0uwUen0M
no_strategy,,,,,,https://www.youtube.com/watch?v=MJxR0oIue9M
not_rule_based,News Sentiment Analysis for Trading,sentiment,"Commodities, Equities",Positive sentiment numbers indicate bullish bias; negative numbers indicate bearish bias,,https://www.youtube.com/watch?v=u6Cm6-b0LQU
not_rule_based,Cryptocurrency Price Prediction using LSTM,deep-learning,Cryptocurrency,Not specified - model predicts next day price based on 60 prior days,Not specified,https://www.youtube.com/watch?v=GFSiL6zEZF0
not_rule_based,SVC-based Apple Stock Direction Prediction,ML,Equities,Buy signal when SVC predicts price will go up (prediction=1),Exit when SVC predicts price will go down (prediction=0),https://www.youtube.com/watch?v=Whj0u6T6nBg
no_nameable_indicator,Mempool Scanning Crypto Day Trading Bot,rule-based,Cryptocurrency,Monitor mempool for pending transactions likely to impact price; send transaction with higher gas fee to be processed first,Execute sell immediately after entry to capture spread as profit,https://www.youtube.com/watch?v=7FfWJeDjlEE
not_rule_based,DailyStockSelect Machine Learning Stock Selection,ML,Equities,"ML algo selects stocks daily based on equity price range and number of stocks per day (default 3-7); filters by price range (e.g., penny stocks vs. high-price stocks)","Stop loss (e.g., -1%, -3%, -5%); Target price parameter",https://www.youtube.com/watch?v=ksIerrG8YBY
no_strategy,,,,,,https://www.youtube.com/watch?v=WaPVsXoNO-c
no_strategy,,,,,,https://www.youtube.com/watch?v=Pm9Tqmx5mXs
no_strategy,,,,,,https://www.youtube.com/watch?v=fP0PpfxQCMM
not_rule_based,AI Agent Day Trader,ML,Stocks,"AI agent analyzes 1-min, 15-min, 1-hour candlestick data and 24-hour news sentiment; recommends buy/sell/hold with entry price",Stop-loss and target exit price provided by AI agent based on technical analysis and sentiment,https://www.youtube.com/watch?v=rDf3TfHlGmk
not_rule_based,AI-Powered RSI Trading Bot with ChatGPT Decision Making,ML,stocks,ChatGPT receives RSI value and decides to buy if RSI indicates oversold conditions; executes buy order via Alpaca,ChatGPT decides to sell based on RSI analysis; executes sell order via Alpaca; filter prevents execution if ChatGPT response is neither 'buy' nor 'sell',https://www.youtube.com/watch?v=F-V71VQp_Og
not_rule_based,Daily Stock Price Prediction with Random Forest and Sentiment Analysis,ML,"Equities (stocks, cryptocurrencies mentioned as possible)",Generated by Random Forest model predictions of next day stock price movement,Generated by Random Forest model predictions; includes transaction fees and position sizing parameters,https://www.youtube.com/watch?v=Rn1MpizWwNY
no_strategy,,,,,,https://www.youtube.com/watch?v=hGeLenfM6SM
not_rule_based,LSTM-based Oil Price Prediction,deep-learning,Commodities (Oil),Not applicable; forecasting model,Not applicable; forecasting model,https://www.youtube.com/watch?v=uImpsMRU2Zk
no_concrete_exit,Oil Market After-Hours Drift Pattern Strategy,rule-based,Commodities (Oil) / Stocks (via HIP-3),Trade oil during after-hours when market is closed; pattern identified during non-trading hours,Not specified,https://www.youtube.com/watch?v=7S6dsn1VTlM
not_rule_based,Stock Price Prediction System,deep-learning,Stocks,Not specified,Not specified,https://www.youtube.com/watch?v=MfoA3oJoOko
not_rule_based,Sentiment-based Stock Selection Strategy (S&P 500),sentiment,Equities,Buy stocks based on sentiment signals; currently covers less than half of possible positions,Not explicitly detailed in transcript,https://www.youtube.com/watch?v=1k_ug-bcjPY
no_strategy,,,,,,https://www.youtube.com/watch?v=GUAgRCd6LxQ
no_nameable_indicator,Simple Price-Based Trading Bot,rule-based,Cryptocurrency,Buy when price falls below 9000,Sell when price rises above 9500; sell if stop loss price (8000) is reached,https://www.youtube.com/watch?v=qplJTkpQsSc
not_rule_based,Cryptocurrency Trading Agent (RL-based),RL,Cryptocurrency,"Agent generates buy signals; appears to buy dips on various altcoins (ADA, BCH, DOT, etc.)",Agent closes positions when detecting pullbacks or loss of momentum; holds winning positions,https://www.youtube.com/watch?v=_1UX8RXIXN0
no_strategy,,,,,,https://www.youtube.com/watch?v=kL19wF6nWCk
not_rule_based,Machine Learning Signal + RSI Classifier,ML,Forex (EUR/USD),XGBoost prediction of category 1 (downtrend/sell) or category 2 (uptrend/buy) based on RSI and custom signal features,Fixed take-profit and stop-loss at 250 pips (equal ratio of 1:1); evaluated over 30-day forward window,https://www.youtube.com/watch?v=q_0rvwPbIqg
no_strategy,,,,,,https://www.youtube.com/watch?v=A3CwZD83i6M
no_strategy,,,,,,https://www.youtube.com/watch?v=1svK8XC9x5g
no_strategy,,,,,,https://www.youtube.com/watch?v=BoRELt_iYZ0
no_strategy,,,,,,https://www.youtube.com/watch?v=uKm30YwgNRo
not_rule_based,Crystal Pro,ML,Crypto futures (ETH perpetual),Expected value gating after accounting for taker fees and slippage; dynamic hold windows; mathematical models filtering low-quality opportunities,Dynamic exit driven by EV calculations and probabilistic gating; dynamic hold window tuning,https://www.youtube.com/watch?v=nqYFiTlDgug
not_rule_based,Regime Trader - Hidden Markov Model Adaptive Trading System,ML,Equities/Stocks,"Regime-dependent: fully invested (95% portfolio, 1.25x leverage) in low volatility bull markets; reduced allocation in medium volatility; minimal exposure in crash/bear regimes","Circuit breakers on max daily drawdown, leverage limits, regime stability filter (3+ consecutive bars required before acting on regime change)",https://www.youtube.com/watch?v=y_bsjZThP0o
no_strategy,,,,,,https://www.youtube.com/watch?v=FgZZisEV3Hs
no_strategy,,,,,,https://www.youtube.com/watch?v=FZ4Fq_uxsN4
not_rule_based,Sentiment Analysis-Based Trading Strategy,sentiment,Equities,Buy signal when sentiment score = +1 (positive news); Sell signal when sentiment score = -1 (negative news),Exit based on opposite sentiment signal,https://www.youtube.com/watch?v=zNWpEW6cAeo
not_rule_based,Bayesian Neural Networks for Currency Trading,deep-learning,Forex,Not specified,Not specified,https://www.youtube.com/watch?v=s_UW1am9pLc
not_rule_based,Transformer-based S&P 500 Token Prediction,deep-learning,Equities (S&P 500 Index),Predict next directional token using Transformer model on historical token sequence,Not specified,https://www.youtube.com/watch?v=tCfsVnLXZt8
no_strategy,,,,,,https://www.youtube.com/watch?v=N26y4wsJjvI
not_rule_based,Decision Tree-Based Options Trading Strategy,ML,Options,ML model predictions with probability threshold optimization,Not specified,https://www.youtube.com/watch?v=Yzwx49pUFvw
no_concrete_exit,Market Cycle Trading (Accumulation-Manipulation-Distribution),rule-based,Forex/Crypto (implied),"Enter when price returns to fair value gap after manipulation phase, expecting distribution move",Not specified,https://www.youtube.com/watch?v=M0NBkb3V5jo
no_strategy,,,,,,https://www.youtube.com/watch?v=TuInCfks8ms
not_rule_based,Stock Screening with Machine Learning Classification,ML,Equities,"Stock outperforms S&P 500 by configurable threshold (5%, 10%, 15%, etc.); label as 1 if difference > threshold, else 0; run multiple iterations and select stocks appearing frequently across runs",Not specified,https://www.youtube.com/watch?v=nTWQN5SVqgE
no_nameable_indicator,Moving Average Crossover with Position Sizing,rule-based,stocks,Buy 1-4 stocks based on ranking order of 4 MAs relative to each other; MA1 (smallest) crossing above MA4 (largest) triggers buy signals; positions range from buy 1 to buy 4,Sell 1-4 stocks when MA order reverses (MA1 below MA4); sell signals triggered when smallest MA crosses below largest MA,https://www.youtube.com/watch?v=NukLa-RSIfM
no_strategy,,,,,,https://www.youtube.com/watch?v=0ySdEYUONz0
not_rule_based,LSTM-based Stock Ranking and Long/Short Trading Strategy,deep-learning,equities,"Rank predictions by LSTM output probability; long top K assets (K=10), short bottom K assets",Daily rebalancing; positions held for one day,https://www.youtube.com/watch?v=NRHSmn5XItQ
no_strategy,,,,,,https://www.youtube.com/watch?v=0TzP2FKa8xs
no_strategy,,,,,,https://www.youtube.com/watch?v=CD3VcNffB-c
no_strategy,,,,,,https://www.youtube.com/watch?v=1dcyanS0JGQ
no_strategy,,,,,,https://www.youtube.com/watch?v=oG4ks-9zYn8
no_strategy,,,,,,https://www.youtube.com/watch?v=EfapZmUOjco
not_rule_based,Stock Price Prediction using Linear Regression,ML,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=tyTQHKCDp5I
not_rule_based,Deep Learning Algorithmic Trading System,deep-learning,Financial (unspecified),Model-based decisions using 10 days of historical data,,https://www.youtube.com/watch?v=4uPFu5qN2bI
not_rule_based,Bitcoin Price Prediction with Random Forest,ML,Cryptocurrency,Not applicable - regression model for price forecasting,Not applicable - regression model for price forecasting,https://www.youtube.com/watch?v=5-8YxLAn-iY
pure_discretionary,Pattern Projection Trading,rule-based,"Multi-asset (Forex, Stocks, Indexes)","Enter when projection shows high probability directional bias (70%+ probability threshold) with 5/5 robustness score; examples given: long GBP/JPY above previous highs, short AUD/USD in bearish seasonal months",Exit at projected price targets based on historical pattern outcomes; example: GBP/JPY target 207.90-208.00,https://www.youtube.com/watch?v=vPqQh1vtueQ
not_rule_based,ChatGPT-Powered Live News Trading Bot,sentiment,stocks/crypto,Buy 1 share if ChatGPT sentiment score >= 70,Sell all shares if ChatGPT sentiment score <= 30,https://www.youtube.com/watch?v=FoChpIOtUyU
no_strategy,,,,,,https://www.youtube.com/watch?v=FMLWVCGQtgI
not_rule_based,Machine Learning for Stock Trading using Reinforcement Learning,RL,Equities,Computed via policy learned through Q-learning; agent learns to go long or short based on state observations,Determined by reinforcement learning policy; agent receives rewards for achieving goal states,https://www.youtube.com/watch?v=Smrwj-DLV6I
no_strategy,,,,,,https://www.youtube.com/watch?v=HGrRxBylZHU
not_rule_based,News Sentiment Analysis for Stock Trading,deep-learning,Equities,Buy stocks with positive sentiment news on day N to trade day N+1; Sell stocks with negative sentiment news on day N to trade day N+1,Exit next day after entry based on strategy rebalancing,https://www.youtube.com/watch?v=IgKKCww1svo
not_rule_based,Daily Gold Prices Forecast using LSTM-CNN with Attention Mechanism,deep-learning,Commodities (Gold),"Not applicable (price forecasting, not trading rules)","Not applicable (price forecasting, not trading rules)",https://www.youtube.com/watch?v=BMvzfHDimYg
no_strategy,,,,,,https://www.youtube.com/watch?v=p5QnFyMKFLQ
no_strategy,,,,,,https://www.youtube.com/watch?v=oRwPwTbrNuk
no_strategy,,,,,,https://www.youtube.com/watch?v=WJZELim5wqQ
not_rule_based,MACD Trading Strategy with Q-Learning,RL,Cryptocurrency/Equities,Golden cross occurs (fast MA crosses above slow MA); buy action triggered by Q-table policy,Stop-loss at predefined price level; take-profit based on risk-to-reward ratio; sell action triggered by Q-table policy,https://www.youtube.com/watch?v=DK5u5l5Ttd4
not_rule_based,Logistic Regression Stock Market Direction Prediction,ML,Equities (S&P 500),Predict market direction (up/down) based on logistic regression output; threshold 0.5 for binary classification,Not specified,https://www.youtube.com/watch?v=X9jjyh0p7x8
no_strategy,,,,,,https://www.youtube.com/watch?v=AE_6F8cuXsA
not_rule_based,Stock Trading with Fundamentals Data using Deep Reinforcement Learning,RL,Equities (Dow Jones 30),Agent learns buy/sell/hold decisions via RL training on 511-dimensional state space (30 stocks × fundamental ratios + price data),Agent determines position sizing and exit via learned policy; turbulence testing included,https://www.youtube.com/watch?v=a5ZLQn4oLYc
no_strategy,,,,,,https://www.youtube.com/watch?v=cExOVprMlQg
not_rule_based,Deep Learning for Stock Price Forecasting,deep-learning,equities,Not specified,Not specified,https://www.youtube.com/watch?v=E9do8wvsP5A
not_rule_based,Bayesian Neural Network Price Movement Prediction,deep-learning,General (closing prices),Predict price movement over next 5 candles based on historical closing price window,Not specified,https://www.youtube.com/watch?v=X5AgK3Kmn2o
no_strategy,,,,,,https://www.youtube.com/watch?v=rG6Pd-RZ6WE
not_rule_based,Multi-Crypto Reinforcement Learning Trading,RL,Cryptocurrency,Agent learns via A2C to buy when technical indicators signal low prices,Agent learns via A2C to sell when technical indicators signal high prices,https://www.youtube.com/watch?v=zNERM8mbcsQ
not_rule_based,Trend Line Breakout with Machine Learning Filter,ML,Cryptocurrency (Bitcoin),Close price breaks above resistance trend line (lagged by 1 candle); entry confirmed if Random Forest probability > 50%,"3 ATR stop loss below entry, 3 ATR take profit above entry, or 12-candle maximum hold period",https://www.youtube.com/watch?v=jCBnbQ1PUkE
no_strategy,,,,,,https://www.youtube.com/watch?v=1xt29DW8VEE
not_rule_based,"Stock Prediction using ARIMA, CNN, and LSTM",deep-learning,stocks,Not specified,Not specified,https://www.youtube.com/watch?v=Ya_433i4f4s
no_strategy,,,,,,https://www.youtube.com/watch?v=QPdDurB83Lw
no_strategy,,,,,,https://www.youtube.com/watch?v=IRGLdUKUIgM
no_strategy,,,,,,https://www.youtube.com/watch?v=3eIzkBgchI0
no_strategy,,,,,,https://www.youtube.com/watch?v=73I6_4J7-k8
no_strategy,,,,,,https://www.youtube.com/watch?v=Rqmdw4xyIMM
not_rule_based,PCA-RSI Linear Regression Trading Strategy,ML,Equities (SPY),Long/short signals based on linear regression predictions with thresholds at 0.90 (long) and 0.10 (short),Exit based on opposite threshold signals,https://www.youtube.com/watch?v=DnJDVc7loA0
no_strategy,,,,,,https://www.youtube.com/watch?v=0sj6evtnS5k
not_rule_based,DQN Reinforcement Learning Stock Trading Agent,RL,Equities,Buy signal generated by DQN agent at local minima,Sell signal generated by DQN agent at local maxima; no sell without prior buy,https://www.youtube.com/watch?v=OPX8RjGIdvo
not_rule_based,Neural Network Signal Filtering System,deep-learning,"Multi-asset (Forex, Crypto, Commodities, Stocks)","Neural network generates signals filtered by: probability >65%, risk-to-reward ratio >1:3, alignment across hourly/4-hour/daily timeframes. User can set custom filters for up to 10 assets with different timeframes.",Take-profit and stop-loss levels provided by neural network; user can move stops to break-even or lock in partial profits,https://www.youtube.com/watch?v=eBHxfPGzCEY
not_rule_based,Vigorous Strategy with AI Validation (Architect Algorithm),ML,Forex,Vigorous strategy generates signals on EUR/USD M1; AI validates entry by analyzing multiple timeframes and news sentiment; trade only executes if AI confidence threshold met,Not explicitly detailed in transcript,https://www.youtube.com/watch?v=Av0M0p2_W0A
not_rule_based,Stock Market Price Predictor using LSTM RNN,deep-learning,Stocks,Buy/sell decisions based on predicted price direction (rise or decrease),Not specified,https://www.youtube.com/watch?v=K2IqzjPzyLA
no_strategy,,,,,,https://www.youtube.com/watch?v=v21_H4K5FoI
not_rule_based,Binary Options Neural Network Prediction,deep-learning,Currency pairs (Forex),Neural network predictions of price direction (up/down) at specified time quarters; bet amount set to 10% of deposit,"Fixed time expiry (quarters/hours specified); win if prediction correct, lose if incorrect",https://www.youtube.com/watch?v=46sjywV9oGs
not_rule_based,Deep Reinforcement Learning for Stock Trading,deep-learning,Equities,Q-learning selects action with highest value from trained neural networks based on stock state inputs,Q-learning selects action with highest value; can hold or exit based on learned policy,https://www.youtube.com/watch?v=Pka0DC_P17k
not_rule_based,Stock Price Prediction using LSTM Neural Network,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=UXUFbHidW4Y
no_strategy,,,,,,https://www.youtube.com/watch?v=PShaZFgL3N8
not_rule_based,Stock Price Prediction using Machine Learning,ML,Equities,Not specified in transcript,Not specified in transcript,https://www.youtube.com/watch?v=8uwiAVu-0Zc
not_rule_based,News Sentiment Analysis for Stock Trading,sentiment,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=aUgN_oRsSDM
no_strategy,,,,,,https://www.youtube.com/watch?v=wo66TKEnkQA
not_rule_based,Social Media Sentiment Analysis for Stock Price Prediction,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=voD_QiKH4_o
no_strategy,,,,,,https://www.youtube.com/watch?v=I3oyT-u1I50
no_strategy,,,,,,https://www.youtube.com/watch?v=c6sKPJd0fDE
no_strategy,,,,,,https://www.youtube.com/watch?v=xPfzMRQ98TU
not_rule_based,Reinforcement Learning Bitcoin Trading Agent,RL,Cryptocurrency (Bitcoin),Agent chooses buy/sell/hold based on LSTM pattern recognition; epsilon-greedy exploration/exploitation balance,Automatic 2% stop-loss on losing trades; automatic 4% take-profit on winning trades,https://www.youtube.com/watch?v=6boJ4A-3zh0
not_rule_based,Vision Transformer Candlestick Pattern Detection,deep-learning,stocks,Detects candlestick patterns from last 8 candles in real-time chart screenshots,Not specified,https://www.youtube.com/watch?v=JSyF00725gA
not_rule_based,1D CNN Stock Price Prediction,deep-learning,Equities (SPY),Buy if model predicts positive returns; hold cash otherwise,Exit when model predicts negative returns,https://www.youtube.com/watch?v=HjScAwMelXQ
not_rule_based,Stock Price Prediction using Linear Regression,ML,Equities,Buy when predicted price is higher than current price,Sell when price reaches predicted higher level,https://www.youtube.com/watch?v=7vunJlqLZok
not_rule_based,LSTM Stock Price Prediction for Tesla,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=tQcTaxqxGLo
no_strategy,,,,,,https://www.youtube.com/watch?v=eGnEx3PZQQk
no_strategy,,,,,,https://www.youtube.com/watch?v=Us2tKwJUfLA
not_rule_based,LSTM Neural Network Trading Strategy,deep-learning,Futures (NinjaTrader),Buy on open if model predicts next bar up,Sell on close; hold if signal remains same (exit logic incomplete),https://www.youtube.com/watch?v=e0iRx5UTUAo
not_rule_based,One Button Capital AI Trading Bots,ML,Cryptocurrency,AI-trained to spot market conditions; Performer V2 trades during high volatility; Horizon uses limit orders at price channel levels; Ascendant trades all-time highs,AI determines optimal sell points based on market conditions; some bots include stop loss and trailing stop loss,https://www.youtube.com/watch?v=bp3PionwzgA
not_rule_based,ChatGPT-Powered Crypto Trading Bot,sentiment,Cryptocurrency,"ChatGPT outputs buy/sell/hold decision based on historical data, Twitter sentiment, news headlines, and vector Delta constraint (max 0.9 similarity to previous trade)",Sell orders executed via ChatGPT decision; vector Delta threshold prevents excessive volatility,https://www.youtube.com/watch?v=4_cjkA2u-1c
no_strategy,,,,,,https://www.youtube.com/watch?v=52m8ozsv068
no_strategy,,,,,,https://www.youtube.com/watch?v=aUgsusl7V_E
not_rule_based,Reinforcement Learning Trading Policy (Cross-Entropy Method),RL,Cryptocurrency (Bitcoin),"Buy/Sell/Hold actions determined by learned policy based on state hash mapping; policy selects actions from elite states (top percentile rewards, e.g., 98th percentile)",Hold or Sell based on policy; threshold-based filtering of profitable states,https://www.youtube.com/watch?v=LenaUBGr-AI
no_concrete_exit,Dynamic Swing with VWAP/ADX/MFI combinations,rule-based,"Multiple (stocks, crypto, futures)","Based on Dynamic Swing indicator signals, optionally filtered by ADX/VWAP/MFI",Not explicitly detailed,https://www.youtube.com/watch?v=rvSHIP8r-5o
no_strategy,,,,,,https://www.youtube.com/watch?v=ztVIXw_utKg
not_rule_based,GME Trading Bot with Custom Indicators,RL,Equities,Agent learns via RL; no explicit rules defined,Agent learns via RL; no explicit rules defined,https://www.youtube.com/watch?v=q-Uw9gC3D4o
no_strategy,,,,,,https://www.youtube.com/watch?v=oQurVf3AG8U
not_rule_based,S&P 500 Price Prediction using XGBoost,ML,Equities (S&P 500),Not specified,Not specified,https://www.youtube.com/watch?v=fGLY0dIHJ2w
no_strategy,,,,,,https://www.youtube.com/watch?v=ZyUGX_mb-_A
not_rule_based,Cryptocurrency Price Movement Prediction using RNN,deep-learning,Cryptocurrency,Predict binary price movement (0 or 1) based on 60-minute sequences of price and volume data,Not specified in transcript,https://www.youtube.com/watch?v=dvn6OAEi2G0
not_rule_based,OFI ML V2 - Binary Direction Prediction Models,ML,Crypto (Binance order book data),Binary classification: predict if price goes UP or DOWN in next 5/10/30 seconds based on enhanced OFI features,"Not explicitly detailed; appears to be 5, 10, or 30-second prediction horizons",https://www.youtube.com/watch?v=ux42FMvmteA
no_strategy,,,,,,https://www.youtube.com/watch?v=74DnekeLJfk
no_strategy,,,,,,https://www.youtube.com/watch?v=x1mV0vtP0qc
not_rule_based,Poly Market AI Swarm Agent,ML,Prediction Markets,Consensus recommendation from 6 AI models; bet YES/NO when consensus threshold met; ignore crypto/sports markets,Not specified,https://www.youtube.com/watch?v=utkHIrvZ2Hw
not_rule_based,Bitcoin Price Prediction with LSTM,deep-learning,Cryptocurrency,,,https://www.youtube.com/watch?v=cTOdw-Z9Uoc
no_strategy,,,,,,https://www.youtube.com/watch?v=Gt9NjZ1rBwA
no_strategy,,,,,,https://www.youtube.com/watch?v=wrPyhjVQopI
not_rule_based,Automated Stock Trading Bot with ML-based Signal Generation,ML,Equities (Indian stocks),Buy signal generated when ML model predicts upward price movement based on indicator analysis; order placed at predicted price minus 2 rupees,Stop loss and target orders (GTD orders) to be implemented in future; sell signal when indicators suggest downward movement,https://www.youtube.com/watch?v=zCmMBkN2LW8
pure_discretionary,Chart Patterns Trading Strategy,rule-based,"Stocks, Forex, Crypto","Break and retest method: wait for price to break neckline/support/resistance, then retest that level, then enter on bullish/bearish candlestick signal (hammer for long, shooting star for short). Alternative: first pullback method after breakdown. For inverse head and shoulders with consolidation at neckline, can trade breakout directly.","Stop loss set above/below recent swing highs/lows depending on pattern direction. Price projection method: measure distance from pattern high to neckline low, project that distance beyond neckline to determine target termination point.",https://www.youtube.com/watch?v=sWTnFS10tdQ
not_rule_based,Stock Price Prediction using LSTM,deep-learning,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=89FnKMzt2bo
no_strategy,,,,,,https://www.youtube.com/watch?v=Or4PxvovOiE
no_strategy,,,,,,https://www.youtube.com/watch?v=2ZBpvd612T0
no_strategy,,,,,,https://www.youtube.com/watch?v=cB1v7M8GFJE
no_strategy,,,,,,https://www.youtube.com/watch?v=2KxuwwIrQ_E
no_strategy,,,,,,https://www.youtube.com/watch?v=K2XObTDM9GA
no_strategy,,,,,,https://www.youtube.com/watch?v=1nUVqtS3kEE
no_strategy,,,,,,https://www.youtube.com/watch?v=vPB08UExfto
no_strategy,,,,,,https://www.youtube.com/watch?v=zfr7xBFUXjs
not_rule_based,Multi-Agent Trading System,ML|deep-learning|RL,Equities (stocks),Buy when predicted price > actual price; Sell when trend reverses and position held,Sell when predicted price falls below actual price or trend reverses,https://www.youtube.com/watch?v=Ge8Rtt0svGc
no_strategy,,,,,,https://www.youtube.com/watch?v=sSu4emL_mOU
not_rule_based,Reinforcement Learning Trading with Actor-Critic Model,RL,Crypto (Binance),Buy/Sell discrete actions learned by RL agent from price movements,Learned by agent; default environment has only buy/sell actions,https://www.youtube.com/watch?v=m_pmjaL_srg
not_rule_based,AI Trading Bot,ML,Not specified,Not specified,Not specified,https://www.youtube.com/watch?v=2h4_kvPVfR4
no_strategy,,,,,,https://www.youtube.com/watch?v=Rl8JDto2JYo
not_rule_based,DQN Reinforcement Learning Stock Trading Bot,RL,stocks,Agent learns to buy at local minima; automated via DQN policy,Agent learns to sell at local maxima; hold action also available,https://www.youtube.com/watch?v=3ErAjhRxy9k
no_strategy,,,,,,https://www.youtube.com/watch?v=GGhMT5rwSys
not_rule_based,Hidden Markov Model (HMM) for Polymarket 5-minute prediction,ML,Prediction Markets (Polymarket),Not explicitly detailed,Not explicitly detailed,https://www.youtube.com/watch?v=iOoUaf2XjX8
no_strategy,,,,,,https://www.youtube.com/watch?v=8StpGqv6_n0
no_strategy,,,,,,https://www.youtube.com/watch?v=9NTayXXXuTQ
no_strategy,,,,,,https://www.youtube.com/watch?v=E7qe_K4r6U8
no_strategy,,,,,,https://www.youtube.com/watch?v=Pvu8X0Wz-z4
no_strategy,,,,,,https://www.youtube.com/watch?v=AUzdpbnSoHc
no_strategy,,,,,,https://www.youtube.com/watch?v=1naA7jsYRFs
prediction_market_or_sports,Moving Average Crossover with RSI Momentum,rule-based,Forex/Binary Options,Uptrend: Fast MA crossover + RSI 50-70. Downtrend: Fast MA crossover + RSI 30-50. Trade only in direction of 200 EMA trend.,Close position on third candlestick after signal. For binary options: 10-minute expiration on 5-minute timeframe.,https://www.youtube.com/watch?v=o29O6SEEJw0
no_concrete_exit,Pairs Trading / Statistical Arbitrage,rule-based,Equities,Enter long undervalued asset and short overvalued asset when spread widens beyond normal range,Not specified,https://www.youtube.com/watch?v=55WHNhxOXzA
no_strategy,,,,,,https://www.youtube.com/watch?v=x3S52jQ7cS4
not_rule_based,Reinforcement Learning Agent for Peer-to-Peer Electricity Market Trading,RL,Energy/Electricity,"Agent selects prosumer trading partners based on policy (random, epsilon-greedy, or Thompson sampling); action space is all available prosumers j1 to jn",Episode terminates when agent's cumulative energy collected equals the defined energy target,https://www.youtube.com/watch?v=pIWMP_kvS48
not_rule_based,Tesla Stock Price Prediction using LSTM,deep-learning,Equities,"Not applicable - prediction model, not a trading strategy","Not applicable - prediction model, not a trading strategy",https://www.youtube.com/watch?v=2_z8ZDDgsk0
not_rule_based,LSTM-based Stock Direction Prediction,deep-learning,Equities,Enter when model predicts bullish regime (green); uses propensity threshold to determine confidence level,Exit when model predicts bearish regime (red),https://www.youtube.com/watch?v=wY1wEPXuwAU
no_strategy,,,,,,https://www.youtube.com/watch?v=DPeFu8pJENY
not_rule_based,Machine Learning Pattern Recognition for Algorithmic Trading,ML,Not specified,Prediction average > 0 (rise predicted) or < 0 (drop predicted),Not explicitly defined,https://www.youtube.com/watch?v=PgVlXvxJklg
not_rule_based,Neural Network EURUSD Trading,deep-learning,Forex,Entry based on neural network predicted price movement model,Take profit at neural network calculated levels; lock in profits before high-impact news events; avoid trading during consolidation/uncertainty periods,https://www.youtube.com/watch?v=i-CUBswbVIc
not_rule_based,DQN-based Automated Stock Trading Bot,RL,Equities,Agent learns to buy when price reaches local minima,Agent learns to sell when price reaches local maxima; hold signal also available,https://www.youtube.com/watch?v=I027ySNtPMw
no_strategy,,,,,,https://www.youtube.com/watch?v=11krMcRa7Vc
not_rule_based,Deep Reinforcement Learning Portfolio Management with Sharpe Ratio Optimization,deep-learning,Multi-asset equities,Policy network outputs wealth allocation weights across m assets based on state (historical price data and previous portfolio composition),Continuous rebalancing at each period; transaction costs applied based on portfolio weight changes,https://www.youtube.com/watch?v=UiOpM1OjASI
not_rule_based,Stock Market Price Prediction using LSTM,deep-learning,Equities,"Not applicable - prediction model, not a trading strategy","Not applicable - prediction model, not a trading strategy",https://www.youtube.com/watch?v=e8-Fdg2Jn_o
no_concrete_exit,"RSI Divergence, MACD Momentum, Stochastic Oscillator, Three Mountains (multiple variations)",rule-based,"Crypto (Solana, Bitcoin, Ethereum, etc.)","RSI divergence signals, MACD crossovers, Stochastic reversals, Three Mountains bearish pattern",Not explicitly detailed in transcript,https://www.youtube.com/watch?v=Du8lROM8Xqk
not_rule_based,LSTM Neural Network Stock Price Prediction,deep-learning,Equities,Not applicable - prediction model only,Not applicable - prediction model only,https://www.youtube.com/watch?v=PuZY9q-aKLw
no_strategy,,,,,,https://www.youtube.com/watch?v=IJ50ew8wi-0
not_rule_based,Poly Market AI Swarm Agent,ML,prediction markets,consensus agreement from AI swarm on yes/no/no-trade decisions; filters out sports and crypto markets; focuses on trades over 500; avoids near-resolved markets,not explicitly stated,https://www.youtube.com/watch?v=S25wPRbM4RU
not_rule_based,Stock Price Prediction using Support Vector Regression,ML,Equities,Not specified,Not specified,https://www.youtube.com/watch?v=TbFueQNmtYk
